2023-05-22 13:46:04,348:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'nnconv_aggr': {'values': ['max', 'mean', 'add']}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-22 13:46:05,165:INFO:GNNModel(
  (conv1): NNConv(11, 64, aggr=mean, nn=Sequential(
    (0): Linear(in_features=5, out_features=128, bias=True)
    (1): ReLU()
    (2): Linear(in_features=128, out_features=704, bias=True)
  ))
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=64, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-22 13:47:49,736:INFO:Epoch: 0, Training Loss: 1.2639
2023-05-22 13:47:56,554:INFO:Epoch: 0, Validation Loss: 1.2144
2023-05-22 13:49:04,642:INFO:Epoch: 1, Training Loss: 1.1796
2023-05-22 13:49:07,683:INFO:Epoch: 1, Validation Loss: 1.1411
2023-05-22 13:50:06,757:INFO:Epoch: 2, Training Loss: 1.0920
2023-05-22 13:50:10,112:INFO:Epoch: 2, Validation Loss: 1.0450
2023-05-22 13:51:17,015:INFO:Epoch: 3, Training Loss: 0.9929
2023-05-22 13:51:21,882:INFO:Epoch: 3, Validation Loss: 0.9436
2023-05-22 13:52:27,277:INFO:Epoch: 4, Training Loss: 0.9525
2023-05-22 13:52:31,605:INFO:Epoch: 4, Validation Loss: 0.9516
2023-05-22 13:53:35,790:INFO:Epoch: 5, Training Loss: 0.9276
2023-05-22 13:53:38,270:INFO:Epoch: 5, Validation Loss: 0.8934
2023-05-22 13:54:42,105:INFO:Epoch: 6, Training Loss: 0.9096
2023-05-22 13:54:45,171:INFO:Epoch: 6, Validation Loss: 0.9139
2023-05-22 13:55:48,461:INFO:Epoch: 7, Training Loss: 0.8995
2023-05-22 13:55:52,470:INFO:Epoch: 7, Validation Loss: 0.9136
2023-05-22 13:56:48,491:INFO:Epoch: 8, Training Loss: 0.8912
2023-05-22 13:56:51,634:INFO:Epoch: 8, Validation Loss: 0.8535
2023-05-22 13:57:47,327:INFO:Epoch: 9, Training Loss: 0.8871
2023-05-22 13:57:50,424:INFO:Epoch: 9, Validation Loss: 0.8655
2023-05-22 13:58:48,388:INFO:Epoch: 10, Training Loss: 0.8769
2023-05-22 13:58:52,868:INFO:Epoch: 10, Validation Loss: 0.8901
2023-05-22 13:59:52,030:INFO:Epoch: 11, Training Loss: 0.8652
2023-05-22 13:59:54,599:INFO:Epoch: 11, Validation Loss: 0.9784
2023-05-22 14:00:50,942:INFO:Epoch: 12, Training Loss: 0.8652
2023-05-22 14:00:54,067:INFO:Epoch: 12, Validation Loss: 0.8634
2023-05-22 14:01:53,964:INFO:Epoch: 13, Training Loss: 0.8589
2023-05-22 14:01:58,048:INFO:Epoch: 13, Validation Loss: 0.8667
2023-05-22 14:02:49,464:INFO:Epoch: 14, Training Loss: 0.8558
2023-05-22 14:02:52,406:INFO:Epoch: 14, Validation Loss: 0.8519
2023-05-22 14:03:46,582:INFO:Epoch: 15, Training Loss: 0.8509
2023-05-22 14:03:50,065:INFO:Epoch: 15, Validation Loss: 0.8670
2023-05-22 14:04:53,976:INFO:Epoch: 16, Training Loss: 0.8467
2023-05-22 14:04:56,661:INFO:Epoch: 16, Validation Loss: 0.8195
2023-05-22 14:05:53,565:INFO:Epoch: 17, Training Loss: 0.8416
2023-05-22 14:05:57,185:INFO:Epoch: 17, Validation Loss: 0.8598
2023-05-22 14:06:56,486:INFO:Epoch: 18, Training Loss: 0.8375
2023-05-22 14:07:00,864:INFO:Epoch: 18, Validation Loss: 0.8319
2023-05-22 14:07:52,287:INFO:Epoch: 19, Training Loss: 0.8346
2023-05-22 14:07:55,275:INFO:Epoch: 19, Validation Loss: 0.8645
2023-05-22 14:09:13,463:INFO:Epoch: 20, Training Loss: 0.8356
2023-05-22 14:09:19,400:INFO:Epoch: 20, Validation Loss: 0.8095
2023-05-22 14:10:30,835:INFO:Epoch: 21, Training Loss: 0.8337
2023-05-22 14:10:33,466:INFO:Epoch: 21, Validation Loss: 0.8368
2023-05-22 14:11:36,777:INFO:Epoch: 22, Training Loss: 0.8269
2023-05-22 14:11:40,225:INFO:Epoch: 22, Validation Loss: 0.8311
2023-05-22 14:12:44,634:INFO:Epoch: 23, Training Loss: 0.8301
2023-05-22 14:12:49,228:INFO:Epoch: 23, Validation Loss: 0.8551
2023-05-22 14:13:44,771:INFO:Epoch: 24, Training Loss: 0.8230
2023-05-22 14:13:47,492:INFO:Epoch: 24, Validation Loss: 0.8960
2023-05-22 14:14:39,716:INFO:Epoch: 25, Training Loss: 0.8187
2023-05-22 14:14:42,664:INFO:Epoch: 25, Validation Loss: 0.8164
2023-05-22 14:15:43,039:INFO:Epoch: 26, Training Loss: 0.8184
2023-05-22 14:15:46,429:INFO:Epoch: 26, Validation Loss: 0.8262
2023-05-22 14:16:55,945:INFO:Epoch: 27, Training Loss: 0.8178
2023-05-22 14:16:58,415:INFO:Epoch: 27, Validation Loss: 0.8272
2023-05-22 14:17:53,373:INFO:Epoch: 28, Training Loss: 0.8162
